date,CPI_総合,CPI_生鮮食品除く,CPI_食料エネルギー除く,GDP_デフレータ,CGPI_国内,CGPI_輸出,CGPI_輸入,CSPI
1992-05-01,104.60964399870687,104.60336377895534,102.44985132329434,102.77520941754317,104.61230701452746,97.160162770894,104.10862261527618,105.30396415506135
1992-06-01,104.84944823994564,104.58705954250705,102.40167181490996,102.58784153204977,104.83555126834408,97.51885132125308,104.64772079005039,105.28610729221298
1992-07-01,104.7091092654966,104.51624607778871,102.3850235699737,102.54895845247782,104.56193287268201,97.38031735611789,103.94810304072178,105.21351214496246
1992-08-01,104.6211240221371,104.45012656353647,102.3088616414366,102.50718386452269,104.7604587613512,97.54704654619391,103.8429371692848,105.32967864883946
1992-09-01,104.92529352865638,104.49418637879913,102.37962323640592,102.50779126707069,104.58703041657778,97.28653984444044,105.11680637609699,105.16088860978294
1992-10-01,104.79549715504226,104.63176149526394,102.3577201594374,102.85365941735395,104.43707118520207,97.17896062297075,103.99346553839548,105.35058517616554
1992-11-01,104.91424167187763,104.60041509727378,102.29499450840774,102.69699990067849,104.44940988873428,97.28461450606208,104.45662415792863,105.33418309648914
1992-12-01,104.80485397376302,104.61218050244211,102.42915345593129,102.71556133038577,104.75208574319856,97.18940576470179,104.59154319862891,105.34819752399649
1993-01-01,104.29924412329032,104.16949847758976,102.05141594664218,102.43694951057817,104.54700444402667,96.67675253080711,103.70472090068812,105.02431206572187
1993-02-01,104.34585203521895,104.2219369713723,102.01472814871507,102.13696064532365,104.47097954558066,96.86014917175176,104.13657891352086,105.00942363505065
1993-03-01,104.42586768473596,104.28841477688901,102.06101242086987,102.34799088679208,104.25655009392275,97.49080829566165,104.1222538554151,105.02013096379983
1993-04-01,104.35907474495467,104.28671582036296,102.08948435142462,102.2512934171944,104.07205508080035,97.00491015919732,103.7548441506712,104.9592932558959
1993-05-01,104.29363844921696,104.2196326002128,101.98779396389514,102.18931738137802,104.36882968969819,97.00135267678704,103.89244995653257,105.01244537108371
1993-06-01,104.45205897645984,104.44755018461072,102.03696197620211,102.1811538796872,104.39827293736619,96.79787456726831,104.40306897715854,104.90121095263298
1993-07-01,104.55721718800687,104.45044618461101,102.11720739306705,102.29292462240525,104.1659046026901,97.26589926150702,104.05087534450463,105.018312977032
1993-08-01,104.4382134706791,104.27412060412675,102.00917043313562,102.0597535854287,104.18287098199934,97.00438133549135,103.91247478786258,105.0757731673854
1993-09-01,104.36020211375683,104.36968850834174,102.0312711156108,102.16798685313726,104.05209845739276,96.75357103997663,104.83478649316129,104.94178797946113
1993-10-01,104.44570237029798,104.34949320067646,102.05348442516889,102.22710273956068,103.9737550290772,97.1810031377514,104.1491615681031,104.95811768125738
1993-11-01,104.45789717398166,104.39232826208273,102.01140723662769,102.24538204420045,104.2205668079944,96.91537069176978,104.60464593175587,105.01813792709453
1993-12-01,104.29524005715545,104.19625499747096,102.02921501718367,102.41455678420957,104.34323582240013,96.9481407260326,104.27051895612136,104.88099680369112
1994-01-01,104.03522638563638,104.00724555927887,101.83385959378981,102.00139214612338,104.02127452306962,97.06230070394656,104.00705323751018,104.67722704978719
1994-02-01,104.2632059532969,104.08856402012437,101.7810096181245,102.06826356198479,103.58332351251156,96.94598710026737,103.72985444413962,104.70920651229135
1994-03-01,103.91463205357512,104.02983500572233,101.80360128467629,102.03157601500604,104.12092360134962,96.61463758386516,103.05417195283641,104.5948959995414
1994-04-01,104.08415612417383,103.87166217493838,101.6624641026705,102.10104050275841,103.97504875113756,96.89230276850577,104.16266354936062,104.68930242660778
1994-05-01,104.27019159626587,104.00483186953846,101.79752002624925,102.17872527621499,103.9092861493063,96.9240313533189,103.81820374977431,104.67660176884144
1994-06-01,104.07801386360786,103.97413754823516,101.79592750612245,101.81374836934876,103.83629991336318,96.7907694968816,103.91856799920478,104.63076335430463
1994-07-01,104.05032086488171,104.00978583071256,101.74407825455746,102.0257006179393,104.0103235645085,96.84279490768262,103.75635122271225,104.73435437788805
1994-08-01,104.1367932310125,104.0515090903041,101.73860629396066,101.76465136316199,103.98612056457878,96.56860401255335,103.52335842707951,104.67616848529526
1994-09-01,103.93887511129365,103.92221812266256,101.68919962346801,101.94368239708693,104.05367695016466,96.73705231941405,103.84342694387463,104.73406370418886
1994-10-01,104.18317381226439,103.9762049088738,101.75051211582652,102.1944194502181,103.6100099218029,96.78732794136867,103.65642769150915,104.62188313722274
1994-11-01,104.1463467343448,104.13057766710918,101.7134043515484,101.98467780924774,104.1955658979913,96.83991920918986,103.69967334420681,104.59820639059967
1994-12-01,103.99816190255311,103.8690803388,101.77239720008544,101.74451608456823,103.79469287109208,96.80024847698938,103.76532654626249,104.75544334470155
1995-01-01,103.86597801955418,103.62124405842168,101.4086547284999,101.62894047767466,103.55941006332354,96.58376706241283,103.32111028988926,104.29154824297879
1995-02-01,103.59651258487648,103.62765870723634,101.30667553704129,101.69532386737832,103.46322255141425,96.3831720546314,103.37864686474467,104.26959404839342
1995-03-01,103.63490104974599,103.82236496885385,101.46220768463775,101.7782411185299,103.37953456042446,96.44909411177376,103.54888368949415,104.35797487038778
1995-04-01,103.77963885717654,103.56909542232897,101.44740742732824,101.68127912939067,103.81108239124195,96.4610322334057,103.04759704455,104.33603538551385
1995-05-01,103.81215504669102,103.58809774237831,101.44956750668031,101.48867237642862,103.78768785564709,96.23494679904326,103.35866023238225,104.38499828418941
1995-06-01,103.88859902609069,103.7977309520031,101.3914133916614,101.76566654203343,103.59987471063523,96.13682594844329,103.3588677716179,104.3633012688024
1995-07-01,103.64715208508186,103.6430418446662,101.42699440691504,101.84721127954232,103.61598094968198,95.96054460441427,103.7349860913508,104.23597186273834
1995-08-01,103.78369025272801,103.63409342527525,101.43513041121683,101.62841282910718,103.67923843597482,96.56145350905774,103.56118587917624,104.34799838383002
1995-09-01,103.72498756520696,103.612808394283,101.39619867384589,101.62669782137922,103.5043660870343,96.40041558024299,103.12176413605323,104.33511097194754
1995-10-01,103.69128081969406,103.64149218950323,101.47133216462561,101.60772154671858,103.94493143473338,96.28506600808261,103.47091282102801,104.34505214257355
1995-11-01,104.01587778145667,103.86715613578701,101.51345010923876,101.669442874411,103.57968143130172,96.50872431330015,103.05617205373147,104.40840011040737
1995-12-01,103.7837469397392,103.74437955581426,101.34948869041227,101.70608648040573,103.75860355071947,96.6506603159607,103.78525643921657,104.40550531641554
1996-01-01,103.54052595611407,103.42010290417572,101.11527006976435,101.50274282075557,103.33483603940459,96.2424191798865,103.10629617037921,103.9494158767663
1996-02-01,103.37034819172666,103.28954094425298,101.13159934633127,101.4237116690363,103.39392071618893,95.82013485580211,103.05960125239291,103.99522293759811
1996-03-01,103.44586572124028,103.34454828231092,101.17125272509686,101.3295729250029,103.40464383107073,96.11477943315558,103.11296296280719,103.9940687319113
1996-04-01,103.4925571918486,103.41823447487117,101.09917629671948,101.33534498873833,103.47771135942823,96.22965008112048,102.79343392793734,103.98400565071589
1996-05-01,103.42309785488474,103.29978116889976,101.25785632834463,101.17721385226784,103.7004972792317,96.30171671312355,103.10072689625882,103.99604355961927
1996-06-01,103.43739242522093,103.31117300875357,101.13119515897256,101.2817822031166,103.04522902562736,96.23753658798891,103.21302612998635,104.04539572932615
1996-07-01,103.3739312057899,103.328138305518,101.05990493112252,101.23438302188568,103.0518643422516,96.32265879458357,102.94528787288178,104.04006367835723
1996-08-01,103.46889611493881,103.35085617107454,101.14709478397769,101.43893419962093,103.19117562527428,95.9649906508381,102.94833520733376,104.06125467817007
1996-09-01,103.45590603499211,103.45611374922872,101.1936771556181,101.28710482830662,103.46728291516294,96.28961530927278,103.37828601187991,103.84996764543561
1996-10-01,103.57828922227401,103.43556519702734,101.11693153381829,101.21229613684464,103.45175181939668,95.98781356781231,103.37713707300993,104.01440884032105
1996-11-01,103.39942513372797,103.33871214334121,101.17319474230695,101.12562488102135,103.15989719936638,95.87013442722348,102.97533412064217,104.02993816506303
1996-12-01,103.24472634533683,103.19895078386345,101.13651049788596,101.31756852790865,103.3104395627905,96.10849031924636,103.35878806011183,104.02674072523608
1997-01-01,100.01646627369132,99.88863853375717,97.88173743507025,98.18888552236174,99.90943556077839,93.10600693497551,99.90317584391961,100.6418337655046
1997-02-01,100.02464753412217,99.96587898032084,97.83340443067927,98.05255164816448,100.08743414188459,92.80416905160571,100.1762957358775,100.6403340067723
1997-03-01,100.04747395507283,99.93124397492427,97.82879511989559,98.15300592509014,99.84138212331514,93.06385697215572,99.93650094119526,100.5674534298483
1997-04-01,99.95447656515346,99.8733135529871,97.85617726197955,98.22035410973429,99.84957182062725,92.97111651291168,99.9129796305084,100.65662385364476
1997-05-01,100.16244974724032,99.99983277028268,97.78112277423243,98.1476364370258,100.0229894920488,93.25060249713239,99.7327076895334,100.64449030921266
1997-06-01,99.99281610225962,100.0213295027097,97.90653327023139,98.14345336445112,99.98423184986343,93.22232715018991,100.36109399395174,100.59457409641766
1997-07-01,100.04935454972292,99.82120298344581,97.91904706513851,98.27252993355422,100.05799813189353,92.89071444209665,99.23343751897858,100.68234842164702
1997-08-01,100.04476646000433,100.07450422500584,97.86772090228398,98.25469308878354,100.08581503071234,93.03780709538265,99.62797498204182,100.63205493545715
1997-09-01,100.2557489332491,99.9576865033345,97.78009363321792,98.20044695922448,99.76348190154128,92.97756121265735,100.0908197744657,100.60981851506155
1997-10-01,100.21275009695417,99.99629618933442,97.79542638172771,97.8795446462433,100.08660519390969,93.09972730346462,99.21300507885498,100.68684228105829
1997-11-01,100.25666094085261,100.04747047188076,97.8335133477473,98.05148503612284,100.00481876097595,92.67753882453114,100.42954695717685,100.68867959211501
1997-12-01,99.93689834934642,99.96462753224998,97.91147565351179,98.22157856680013,99.82688611203477,93.12269024857966,99.72460538070752,100.76626603323771
1998-01-01,99.98674882800633,99.8009049668418,97.68113799702346,97.69847292346398,99.51670494029219,92.37827568309207,99.76229014004858,100.35848248046464
1998-02-01,99.81849813582903,99.74938935721688,97.6175008098857,97.91599319946253,99.58947979123572,92.92438951800183,99.67409064734845,100.44260545521742
1998-03-01,99.94284421398811,99.7841063852932,97.68217979838741,97.83276837687835,100.03248503543531,92.5253958466966,99.56492664728036,100.43028157744915
1998-04-01,99.8462688867759,99.72382969569927,97.65646783798358,97.74332208070871,99.67071506760877,92.9465992382538,99.48780590686656,100.47217314672817
1998-05-01,99.8163963596271,99.76660984890327,97.57782365232761,97.80337119939084,99.89509847325787,93.01704240190156,99.52010838874878,100.42915848075822
1998-06-01,99.8522335301166,99.83447285291119,97.72537713839438,97.73378440069898,99.74695460623447,92.64611785287515,99.03116070088006,100.34707996709645
1998-07-01,99.77794686258193,99.71726287128261,97.52962511872471,97.79500451900125,99.91497323350723,92.96596126367129,100.50186116873905,100.44419415991864
1998-08-01,99.9378805103561,99.84545931389252,97.55725155702945,97.84993777842168,99.67971622524735,92.62556182001855,99.96221673043078,100.43965701772997
1998-09-01,99.80567124104985,99.74955934084687,97.66348695258816,97.94807782377897,99.50577412032887,92.96335890401859,99.90489093863955,100.42799953318122
1998-10-01,99.77268412580372,99.78638350520613,97.59522167091022,97.92889647646356,99.88727563116386,92.65760507159781,99.63102744860177,100.38065234982203
1998-11-01,99.83362056927464,99.79083793887769,97.6193643980084,97.82796297457178,99.88519792626394,92.67728915820238,99.51797995769823,100.38629983069552
1998-12-01,99.95293112865842,99.6957724938118,97.61683058228918,97.89467123132377,99.7114935357125,92.78442119575847,99.48502998949772,100.43864701824046
1999-01-01,99.66805978316737,99.5967249452583,97.33587877360634,97.77579609739041,99.45222966881529,92.99545346668829,99.69666249333306,100.15436682766858
1999-02-01,99.82065877244297,99.5184375725566,97.3405928610984,97.41046566132205,99.59413728690305,92.69442952256992,99.95115195479507,100.15751269708046
1999-03-01,99.6043308370651,99.51734210520328,97.4552180757832,97.59767980279508,99.61275334107323,92.68703965040179,98.87589983896137,100.1578532598407
1999-04-01,99.90018485454742,99.59542157100555,97.52400368000094,97.73707756312733,99.67508892005807,92.81440400102359,99.73137034743003,100.12405486454257
1999-05-01,99.6267043040385,99.52775957752483,97.41450581250777,97.58780184900925,99.40077240585194,92.7733559664005,99.58331816708353,100.16613068369895
1999-06-01,99.47702225337703,99.35333451787386,97.44298339838855,97.4798774638418,99.75241959643871,92.88225342604608,99.44877296078924,100.2156980299269
1999-07-01,99.61386704672867,99.4813306690606,97.4064439873629,97.78259827089349,99.57876210200881,92.5885356883248,99.47563180544776,100.17381976780993
1999-08-01,99.6369913524815,99.50258187503306,97.39087931580214,97.62175501328079,99.35334614064602,92.60662932762295,99.38937318456279,100.2280093293929
1999-09-01,99.63228964643243,99.40357466771977,97.42251001287232,97.57848529664776,99.55559633984257,92.59540116097195,99.33638907127771,100.2335250446887
1999-10-01,99.80991189336582,99.58127596027566,97.39333549412146,97.69833927322017,99.65998092170105,92.6157435591295,99.109844172529,100.34682899480549
1999-11-01,99.65383323811419,99.47630927445643,97.45808557400967,97.72077674852582,99.62429354182157,92.74917829876537,99.64767875965617,100.17166982848448
1999-12-01,99.79218326704125,99.70104158965788,97.40602290685302,97.57627424852318,99.59243150283541,92.85029404341556,99.29292565419733,100.17084418672235
2000-01-01,99.45608631580045,99.4383614818401,97.320419378038,97.26068821569925,99.4163120932334,92.34430571613986,99.53792289306487,99.93585336763017
2000-02-01,99.55123974671105,99.4130784798689,97.19224534971791,97.45785298298568,99.22930922114783,92.5486411082246,98.86662375892573,100.03406339348363
2000-03-01,99.56085629227121,99.18651800949522,97.10474100274953,97.37168398708432,99.439639467979,92.67137355882663,99.76515460050406,99.95484245378664
2000-04-01,99.47891563019925,99.36252530202472,97.25745834120485,97.55176505982212,99.25220203728537,92.58307219249346,98.87114522029897,99.99292138056082
2000-05-01,99.45711669844785,99.23791853793136,97.21226921438597,97.44934198746424,99.31762000075939,92.511311975574,99.39105468852702,100.04337430131494
2000-06-01,99.4301832375453,99.39079509556575,97.30621183431877,97.52568351652603,99.1161284561791,92.50368402679555,98.75122488227834,100.00522412140104
2000-07-01,99.61501905222238,99.49101982515657,97.18135276753395,97.40827455975236,99.27269581608323,92.4176395244881,99.58872266148103,100.02167630603425
2000-08-01,99.40152148923234,99.29452379330303,97.26081979731853,97.4649990743143,99.47602943778033,92.3230170821898,98.6455023656706,99.9556758890263
2000-09-01,99.44035126075634,99.28524081216189,97.20648812180355,97.36958898578852,99.37562573632928,92.299507961722,98.88245940478936,99.90646947566034
2000-10-01,99.46648860846159,99.1821558633363,97.26986020950703,97.45094281494913,99.29836940961312,92.29618357341215,98.53197154423465,99.94956072261108
2000-11-01,99.40504245577982,99.2945657406481,97.15126021408494,97.48540637624366,99.53815494997755,92.26614359141584,99.06968321813657,99.98582602211921
2000-12-01,99.40594046562155,99.29091272153879,97.22241054156105,97.41258136717012,99.39221612558161,92.52589114689363,99.75615160864399,99.99922022096636
2001-01-01,99.38690555078855,99.05710558905459,97.07445564155928,97.26749030900794,99.13287598384414,91.97889220316439,99.09376983726753,99.77785417322137
2001-02-01,99.09538578382617,99.29122304252941,96.95329504666326,97.24171582542269,98.751613609774,92.35674544581482,99.013244998723,99.79194465574959
2001-03-01,99.15215866433023,99.09904008469115,96.99443314385599,97.21954032069898,98.90753285604713,92.2933199262811,99.58254799561693,99.7341841679245
2001-04-01,99.19283092169127,99.22761248491958,97.05441471262021,97.34503326797186,99.15694789073878,92.35418456687044,98.87588172242113,99.8610779594395
2001-05-01,99.26165739126813,99.14123440398083,97.06690423382051,97.28884502766003,99.19184458688788,91.99532227474498,99.33593795246296,99.72516966536823
2001-06-01,99.23368084068686,99.25132521888574,97.0506918873228,97.31037783793772,98.77163720710391,92.36256997559619,99.13667367145355,99.82946338104998
2001-07-01,99.17045357900436,99.16090386028002,97.0545127684007,97.42953624842661,99.03293744348606,92.23293901832635,98.84346894410339,99.75505766614904
2001-08-01,99.21406447617433,98.99895028977167,96.9405630919926,97.31356113382867,99.22493217804117,92.56014881122746,98.72720704327902,99.79662827257076
2001-09-01,99.47283889149348,99.20321555375207,97.06586917153646,97.37985603034203,98.73147694911813,92.08156995501102,98.9737299922512,99.76134920176382
2001-10-01,99.32118189674054,99.20913204798053,97.03116098993053,97.26248938816397,99.19606552367354,92.16405440515923,99.18257522492895,99.80434525957695
2001-11-01,99.27106184057894,99.0143688839552,97.09617804149075,97.24823554001611,98.85843720392754,92.06979277506659,98.90371868424893,99.77495285523872
2001-12-01,99.38903609867276,99.12211022681636,96.88589808313456,97.20652252865936,99.20105978314572,92.40224396619699,99.44417057806628,99.85925541286397
2002-01-01,99.05456171084157,98.79539466092868,96.81161859691825,96.83310266120783,98.77791343361999,92.11254851336835,98.4849310710128,99.50222834502775
2002-02-01,99.03510941212988,98.9889730679132,96.79264042597336,97.00183630113237,98.76491345909035,91.97582443272725,98.94833913467076,99.50170519520978
2002-03-01,99.06673344406582,98.86491606444807,96.7818838599859,97.08865561825148,98.84242336708412,91.8145337420208,98.4189431451863,99.50986911114303
2002-04-01,99.1664037860807,98.90618014499643,96.75464104224258,97.00359172480971,98.71647625970716,91.81150882895844,98.83841055166332,99.6332628171775
2002-05-01,98.90664335634767,98.92005949315482,96.90246147401577,96.94931305895032,98.94500798152357,92.03398947114579,98.22431606922241,99.59421322787755
2002-06-01,98.9898259569981,99.0288111107098,96.82920715835508,97.0634290628392,99.08447736905957,92.3443028847174,98.42367135887558,99.56952533709507
2002-07-01,98.94900688666112,98.87581508251365,96.81260740320197,97.03702200940104,98.70196875744941,92.05955270409255,98.99658612646968,99.52691561911887
2002-08-01,98.97412091809049,98.90377650599356,96.87068720452963,96.94445756795432,98.73001172538245,91.9537647948837,99.20859751892523,99.6533367347797
2002-09-01,98.9784347107882,98.81226325352283,96.79071323245778,96.95779381171505,98.69792118067512,91.91896860705805,99.02513755141776,99.62218044680574
2002-10-01,99.10669169532315,99.0013188324985,96.72631727729922,96.8822199579448,98.96980604006423,91.91454451182649,99.15266901824509,99.60766078265559
2002-11-01,99.17628332801775,98.98715015591162,96.80674927909168,97.21129162918463,99.20719831640817,91.89118319418611,98.9793832596584,99.58281485571736
2002-12-01,98.95220688310651,98.9176466027915,96.74975828790228,96.9133947867114,99.06661709619003,92.10099404033413,98.77526685186798,99.62130455880609
2003-01-01,98.76208608928071,98.65057386691066,96.5757367658157,96.71633834548147,98.72693943472663,91.77954658338327,98.48184184009436,99.38455973060942
2003-02-01,98.73034412152202,98.78385377602432,96.5111078230809,96.85042712403586,98.60788781998396,91.54509433110171,98.04471483318984,99.39081764740347
2003-03-01,98.85172349435979,98.61844350476609,96.59020133673272,96.9530188321358,98.37193244888566,91.91713569123033,98.11334566054234,99.35079301379307
2003-04-01,98.82943293055575,98.83138647721438,96.57564135409281,96.61749100249119,98.57079595317971,91.758247088266,98.54770952581288,99.3115480875262
2003-05-01,98.78205963007093,98.66939763143687,96.6139378855712,96.91575786662666,98.61951428493198,91.91950131153405,98.6098898810292,99.36145202508911
2003-06-01,98.8918626212135,98.8333881957795,96.62392412673641,96.67958169442853,98.75150081701486,91.78702456544062,98.26351695473896,99.41586023722108
2003-07-01,98.83817233293888,98.74685569161369,96.64746149097402,97.02293738207375,98.91375816569251,91.97729971330205,98.47620555648527,99.4531695517889
2003-08-01,98.72254723578092,98.62187453164086,96.63346254737364,96.83238791179481,98.58484443109451,91.7839345800722,98.75302353005213,99.42563598808086
2003-09-01,98.95496585537722,98.60066910315284,96.6607387929351,96.95131831943397,98.75839443520105,91.70644537977526,98.15304932114812,99.41311270236525
2003-10-01,98.98063875468561,98.73101028855476,96.62826965172714,96.8732213567619,98.65330920303218,91.75786212704423,99.05001938207617,99.39086810600331
2003-11-01,98.87311634642658,98.59874128182905,96.60270566759655,96.94540527183774,98.85918331174796,91.88145818454242,98.70947889473693,99.38613203718548
2003-12-01,98.82842256676174,98.89007955357093,96.66658844410084,96.90567440531413,98.97230460107255,91.74395706091988,98.2000291868844,99.28025413981449
2004-01-01,98.51929562571216,98.57371770205924,96.45297383327306,96.75342732076106,98.40990438246672,91.99821290801779,98.05260688501825,99.25669678539407
2004-02-01,98.52295382284294,98.48833906050788,96.4801240226347,96.48772523841707,98.56221193163452,91.56645310717664,98.2630531645868,99.15566879194547
2004-03-01,98.67181107620273,98.66532446029446,96.3756984630692,96.71683539174633,98.4017889286403,91.32779348243785,98.8427296253412,99.20320076659226
2004-04-01,98.59860742845801,98.41573677685157,96.35386130659096,96.57664542041205,98.43618973021177,91.24170071769677,98.66042702337401,99.14712715278215
2004-05-01,98.5875448686137,98.51511051194977,96.38236047088891,96.65928102337261,98.51364659315671,91.56655808186169,97.93162942223428,99.1751789588379
2004-06-01,98.71271647107737,98.65848036000709,96.47203048265686,96.53368184926241,98.43509268691541,91.79597147640861,98.26597053655767,99.15063631371355
2004-07-01,98.50715379485207,98.32624640954536,96.30202017622756,96.56453030591116,98.55535063589004,91.64263625590362,98.62547521495418,99.14611681092491
2004-08-01,98.62733885656841,98.51004037680661,96.37473224194355,96.64529901916228,98.55164510466074,91.69793725460605,98.60382060044967,99.26659948564524
2004-09-01,98.62236893519918,98.59433495386499,96.32576142377796,96.63565299249508,98.3843267370421,91.49905535614187,98.36247460036194,99.09817761797896
2004-10-01,98.69284107794145,98.51086807496851,96.32831880975046,96.5760182788024,98.46448910727601,91.73015052966748,98.54547927363431,99.10780201382255
2004-11-01,98.73598677091505,98.39684234155695,96.39666364134696,96.4671457314444,98.63848437608745,91.57584383850048,98.19235640170129,99.08917731404937
2004-12-01,98.57369923719946,98.44733485723003,96.41494596564894,96.54588923036535,98.50726666845652,91.75313691068438,97.89588889088797,99.147844193137
2005-01-01,98.59822349175879,98.40103431886308,96.17181236652189,96.35191459510133,98.0394366061144,91.52525287822861,98.09714548646664,99.08092487204381
2005-02-01,98.3861323325025,98.19960378478694,96.23167792746969,96.39986798955911,98.28511383335548,91.51619901367863,97.84263101616116,98.92915337380643
2005-03-01,98.34259474264265,98.22549141835061,96.18797460498104,96.57471193869215,98.5893798866818,91.78376551428134,97.47388587402604,98.95649721934961
2005-04-01,98.32914595821174,98.29728687492427,96.1196768534049,96.33660951955082,98.31805769264092,91.38736617056723,97.80948892892309,98.98007287375181
2005-05-01,98.60864986742158,98.34161006812464,96.18037460633062,96.4471481325438,98.21076667758186,91.32815697106717,98.28329265742845,98.83700129915614
2005-06-01,98.32475387319043,98.46668633318752,96.15119201342813,96.15526848562112,98.08435910287494,90.8761674233178,98.00094643353769,98.96510694558471
2005-07-01,98.37468024734834,98.26959713673882,96.26288325020425,96.32943234502596,98.33444487448809,91.53158028311074,98.2819431285731,98.97402534139907
2005-08-01,98.30276573696128,98.24371864213018,96.13093945771719,96.35931830186142,98.093052120654,91.25152524010932,98.53536102940829,98.92045317853604
2005-09-01,98.33868543838942,98.259345326058,96.2234073651555,96.32572786447054,98.39265683541943,91.49735173043926,98.2294389014717,98.9844792367942
2005-10-01,98.60279055060893,98.35276638587625,96.20570158814168,96.47658540785285,98.47819138793204,91.14965565283912,97.7060274212721,98.81058188692549
2005-11-01,98.44406636480313,98.23229650508686,96.09538719609972,96.47187676300871,98.22500028262061,91.51894803804058,98.19605056431706,98.86674496143706
2005-12-01,98.26796228629924,98.13568768075879,96.16378838365608,96.45687645271626,98.23649316678973,91.62907876944996,98.52857703623425,98.95079179715336
2006-01-01,98.34278892599124,98.0603073208472,95.90460931005353,96.096379706388,97.96248116015467,91.32602213596817,98.21395676248453,98.74457898334505
2006-02-01,98.12522728099188,98.0947461816313,95.95162443802128,96.2386011100131,98.2422965461821,91.27679708830847,98.40483014517581,98.73376084629713
2006-03-01,98.07939093879763,97.97581320000617,96.0577230003672,96.25194402347233,98.15608269742472,91.04673326179929,97.65243828375817,98.71862080664752
